tender,firm rut,buyer,select,offer send,value offer,offer open,offer close,dt_signature
1057531-26-LE20,76514068-4,61602262-8,0,2020-10-03,0,2020-09-22,2020-10-18,2020-11-04
5184-34-LE19,76514862-6,61606917-9,1,2019-02-25,4257.60514976,2019-02-12,2019-03-10,2019-03-29
1975-2-L119,76514862-6,61607006-1,0,2019-02-08,1954.223085,2019-01-25,2019-02-20,2019-03-12
1511-44-LE19,76514862-6,61606911-K,0,2019-06-18,9441.990767157,2019-06-05,2019-07-01,2019-07-21
5184-18-L121,76514862-6,61606917-9,1,2021-02-06,3173.357266,2021-01-24,2021-02-19,2021-03-14
1681-3-L121,76514862-6,61606917-9,1,2021-04-11,3569.7973581,2021-03-29,2021-04-24,2021-05-13
1532-13-L119,76514931-2,61933400-0,0,2019-04-08,5974.750751056,2019-03-26,2019-04-21,2019-05-02
2078-62-LE19,76514931-2,61601000-K,0,2019-11-14,1747.8255,2019-11-01,2019-11-27,2019-12-15
898-98-L119,76514931-2,61602126-5,0,2019-10-14,1697.8971,2019-10-01,2019-10-27,2019-11-16
1511-7-LE20,76514931-2,61606911-K,1,2020-02-05,5060.537661,2020-01-23,2020-02-18,2020-03-12
1979-53-LP19,76515049-3,61607401-6,1,2019-05-15,80679.345,2019-05-02,2019-05-28,2019-06-20
1057509-184-LQ19,76515070-1,61607001-0,0,2019-09-16,0,2019-09-10,2019-10-06,2019-10-25
1057531-13-LE19,76515529-0,61602262-8,0,2019-05-14,0,2019-05-01,2019-05-27,2019-06-14
1057531-26-LE20,76515529-0,61602262-8,1,2020-10-05,,2020-09-22,2020-10-18,2020-11-04
673333-1-LE18,76516267-K,61955100-1,0,2018-01-18,35962.85900645,2018-01-04,2018-01-30,2018-02-15
507428-33-LE19,76516396-K,61979210-6,0,2019-04-22,11260.5480976,2019-04-08,2019-05-04,2019-05-24
1662-21-LE19,76516396-K,61602273-3,0,2019-06-23,46462.26222,2019-06-09,2019-07-05,2019-07-26
1662-12-LE20,76516396-K,61602273-3,0,2020-04-20,30512.75,2020-04-13,2020-05-09,2020-05-29
4906-13-L120,76516396-K,61980740-5,0,2020-06-28,4797.80084652,2020-06-17,2020-07-13,2020-08-06
1057977-7-LE21,76516396-K,61607700-7,1,2021-06-24,30458.688418476,2021-06-11,2021-07-07,2021-08-01
1057541-23-LE21,76516443-5,61607200-5,0,2021-09-10,7786.73926326,2021-08-25,2021-09-20,2021-10-08
937232-22-LP20,76516485-0,61980620-4,1,2020-06-26,124677.40093018,2020-06-13,2020-07-09,2020-07-24
1057480-16-LQ20,76516485-0,61602123-0,1,2020-09-14,133455.13948272,2020-09-01,2020-09-27,2020-10-12
601-6-LR20,76516485-0,60819000-7,0,2020-11-09,706761.9264,2020-10-27,2020-11-22,2020-12-09
1057489-360-LR20,76516485-0,61608406-2,0,2021-01-26,533953.48288694,2021-01-12,2021-02-07,2021-02-25
1057489-361-LR20,76516485-0,61608406-2,0,2021-01-25,646337.642173758,2021-01-12,2021-02-07,2021-02-17
1057499-8-LE21,76516485-0,61608108-K,0,2021-03-24,25292.524493136,2021-03-11,2021-04-06,2021-04-28
1057472-12-LE19,76517351-5,61980320-5,1,2019-06-03,0,2019-05-21,2019-06-16,2019-07-13
1660-69-L118,76517391-4,61606408-8,1,2018-04-16,3947.49255,2018-04-03,2018-04-29,2018-05-16
2145-17-L118,76517391-4,61606409-6,0,2018-06-04,2238.141,2018-05-22,2018-06-17,2018-07-06
2105-105-L118,76517391-4,61606402-9,0,2018-08-01,3039.3432,2018-07-19,2018-08-14,2018-09-04
1660-22-L119,76517391-4,61606408-8,1,2019-03-06,4094.9977,2019-02-21,2019-03-19,2019-04-07
635-4-LE21,76517414-7,61606000-7,1,2021-01-18,1385.196442,2021-01-05,2021-01-31,2021-02-18
1655-12-LE18,76517533-K,61608605-7,0,2018-05-14,13753.5204,2018-05-01,2018-05-27,2018-06-10
1655-45-LE21,76517533-K,61608605-7,0,2021-06-23,57874.247035104,2021-06-12,2021-07-08,2021-07-27
1070620-33-LE20,76517770-7,62000530-4,1,2020-03-06,7547.993192145,2020-02-22,2020-03-19,2020-04-07
1070620-35-LE20,76517770-7,62000530-4,0,2020-03-16,16069.997054385,2020-03-03,2020-03-29,2020-04-21
1625-39-L118,76517914-9,61602198-2,1,2018-05-29,5192.85,2018-05-16,2018-06-11,2018-06-30
5463-11-LP19,76518347-2,61602121-4,0,2019-08-12,32232.332268366,2019-07-30,2019-08-25,2019-09-16
2312-25-L118,76518351-0,61608604-9,1,2018-02-22,7745.317311,2018-02-09,2018-03-07,2018-03-29
1057049-63-LE20,76518351-0,61608604-9,1,2020-04-02,12985.4187008,2020-03-20,2020-04-15,2020-05-05
1057049-64-LE20,76518351-0,61608604-9,1,2020-04-02,39064.664924,2020-03-20,2020-04-15,2020-05-05
1057049-118-LE21,76518351-0,61608604-9,1,2021-05-23,39939.6817241,2021-05-10,2021-06-05,2021-06-25
1057049-321-LE21,76518351-0,61608604-9,1,2021-10-22,42804.497664,2021-10-09,2021-11-04,2021-11-24
1057490-9-R120,76518502-5,61608407-0,0,2020-08-10,5478.366697248,2020-07-28,2020-08-23,2020-09-18
1373-1-LE18,76518777-K,61608003-2,1,2018-02-07,65684.82873,2018-01-25,2018-02-20,2018-03-12
2164-79-LE18,76518777-K,61608406-2,1,2018-10-08,44404.131595999,2018-09-25,2018-10-21,2018-11-12
1373-23-LE18,76518777-K,61608003-2,0,2018-10-31,36953.561260248,2018-10-18,2018-11-13,2018-12-01
1373-25-LE18,76518777-K,61608003-2,1,2018-11-19,28068.959711517,2018-11-06,2018-12-02,2018-12-22
1057476-1-LE19,76518777-K,61608003-2,0,2019-01-22,23537.7533588,2019-01-11,2019-02-06,2019-03-01
1057476-2-LE19,76518777-K,61608003-2,0,2019-01-29,32860.86358314,2019-01-11,2019-02-06,2019-03-04
1057049-75-LE19,76518777-K,61608604-9,0,2019-04-18,8438.548174,2019-04-05,2019-05-01,2019-05-18
1057486-8-LE19,76518777-K,61608400-3,0,2019-07-10,14134.742830989,2019-06-27,2019-07-23,2019-08-14
1057476-31-LQ19,76518777-K,61608003-2,0,2019-11-04,231409.0054551,2019-10-17,2019-11-12,2019-12-07
1057501-227-LQ19,76518777-K,61608502-6,0,2019-12-20,1210.2545397,2019-12-07,2020-01-02,2020-01-19
1057049-4-LE20,76518777-K,61608604-9,0,2020-01-20,18295.384311042,2020-01-05,2020-01-31,2020-02-21
2069-13-LQ20,76518777-K,61608101-2,1,2020-02-24,1206.562395708,2020-02-11,2020-03-08,2020-03-30
757-38-L118,76518806-7,61601000-K,0,2018-06-04,1695.1134,2018-05-22,2018-06-17,2018-06-29
2112-16-LE19,76518820-2,61602223-7,1,2019-04-05,,2019-03-23,2019-04-18,2019-05-08
2157-63-LE19,76518820-2,61602295-4,0,2019-05-27,1248.830664489,2019-05-14,2019-06-09,2019-06-24
1057508-4-LQ20,76518820-2,61607000-2,0,2020-02-10,9849.9465,2020-01-28,2020-02-23,2020-03-19
1040758-7-LE20,76518820-2,61601000-K,0,2020-06-16,45044.2764,2020-06-04,2020-06-30,2020-07-18
1057540-31-LP20,76518820-2,61602198-2,0,2020-07-06,17326.6304,2020-06-24,2020-07-20,2020-08-13
1655-12-LE18,76518942-K,61608605-7,0,2018-05-14,15358.51992594,2018-05-01,2018-05-27,2018-06-10
1075963-107-LE20,76519082-7,61606001-5,0,2020-04-20,18843.93048,2020-04-03,2020-04-29,2020-05-18
2193-18-L118,76519210-2,61607504-7,0,2018-03-29,1393.886667,2018-03-13,2018-04-08,2018-04-27
2146-25-L118,76519210-2,61606405-3,0,2018-04-10,1392.05805498,2018-03-23,2018-04-18,2018-05-12
4343-8-L118,76519210-2,61606912-8,0,2018-06-11,1211.55690504,2018-05-29,2018-06-24,2018-07-10
1553-707-L118,76519210-2,61607502-0,0,2018-06-13,1712.3037194,2018-05-31,2018-06-26,2018-07-15
2060-129-LE18,76519210-2,61602222-9,0,2018-07-23,39841.53506,2018-07-07,2018-08-02,2018-08-23
1979-76-LE18,76519210-2,61607401-6,0,2018-08-13,16783.0599048,2018-07-31,2018-08-26,2018-09-14
1509-74-L118,76519210-2,61608006-7,1,2018-08-20,2962.032891152,2018-08-07,2018-09-02,2018-09-24
2080-281-LE18,76519210-2,61602138-9,0,2018-08-21,10297.12779,2018-08-03,2018-08-29,2018-09-19
956-85-L118,76519210-2,61606500-9,0,2018-08-24,1504.799495175,2018-08-11,2018-09-06,2018-09-28
2188-88-L118,76519210-2,61602134-6,0,2018-09-02,1535.23754,2018-08-17,2018-09-12,2018-10-02
1398-137-L118,76519210-2,61606800-8,0,2018-11-07,2433.5246748,2018-10-25,2018-11-20,2018-12-06
2258-164-LE18,76519210-2,61606201-8,0,2018-11-21,3459.9957094,2018-10-25,2018-11-20,2018-12-16
2205-16-LE19,76519210-2,61602143-5,0,2019-02-18,1870.42052,2019-02-05,2019-03-03,2019-03-26
2086-31-L119,76519210-2,61606203-4,0,2019-03-25,2098.6362,2019-03-08,2019-04-03,2019-04-25
2086-33-L119,76519210-2,61606203-4,1,2019-03-25,1438.4381384,2019-03-12,2019-04-07,2019-04-29
1057510-13-LE19,76519210-2,61607002-9,0,2019-04-01,8673.65773,2019-03-19,2019-04-14,2019-05-08
2125-48-L119,76519210-2,61606407-K,1,2019-04-01,1814.06807,2019-03-19,2019-04-14,2019-05-01
1398-35-L119,76519210-2,61606800-8,1,2019-04-03,2658.0372345,2019-03-21,2019-04-16,2019-05-03
1660-51-L119,76519210-2,61606408-8,0,2019-04-08,1559.60496,2019-03-23,2019-04-18,2019-05-07
1057547-20-L119,76519210-2,61607502-0,1,2019-04-15,2099.0124,2019-04-02,2019-04-28,2019-05-13
1464-44-LE19,76519210-2,61606918-7,1,2019-06-11,0,2019-05-29,2019-06-24,2019-07-10
1663-55-L119,76519210-2,61602276-8,0,2019-07-01,1312.650174,2019-06-18,2019-07-14,2019-08-04
1078886-2-L119,76519210-2,61606500-9,0,2019-07-09,2371.909596,2019-06-27,2019-07-23,2019-08-13
968521-12-L119,76519210-2,61606912-8,0,2019-08-12,1525.064944,2019-07-30,2019-08-25,2019-09-12
2086-99-L119,76519210-2,61606203-4,0,2019-08-21,1885.9991232,2019-08-02,2019-08-28,2019-09-18
4375-147-LE19,76519210-2,61602189-3,0,2019-10-08,6609.46476,2019-09-26,2019-10-22,2019-11-11
1979-149-LE19,76519210-2,61607401-6,0,2019-12-03,18302.233512,2019-11-20,2019-12-16,2020-01-03
507428-109-L119,76519210-2,61979210-6,0,2019-12-05,2301.567012,2019-11-22,2019-12-18,2020-01-06
1057432-108-L119,76519210-2,61607100-9,0,2019-12-10,1548.5245455,2019-11-27,2019-12-23,2020-01-13
1628-38-L120,76519210-2,61602132-K,1,2020-04-20,1317.2040996,2020-04-07,2020-05-03,2020-05-14
1660-102-L120,76519210-2,61606408-8,0,2020-06-01,1322.70543972,2020-05-19,2020-06-14,2020-07-08
4375-42-L118,76520087-3,61602189-3,1,2018-02-16,2557.15014,2018-02-03,2018-03-01,2018-03-26
2105-152-LE18,76520087-3,61606402-9,0,2018-10-16,8823.65232,2018-10-05,2018-10-31,2018-11-18
2086-32-L119,76520087-3,61606203-4,0,2019-03-25,1761.9471704,2019-03-08,2019-04-03,2019-04-25
2207-357-L119,76520087-3,61602153-2,0,2019-10-15,1864.3251,2019-10-02,2019-10-28,2019-11-16
2125-143-L119,76520087-3,61606407-K,1,2019-10-27,4306.656,2019-10-14,2019-11-09,2019-12-02
1509-68-L119,76520087-3,61608006-7,0,2019-12-20,2562.94515,2019-12-06,2020-01-01,2020-01-24
1660-32-L120,76520087-3,61606408-8,0,2020-02-26,1258.3295823,2020-02-14,2020-03-11,2020-03-28
2066-5-L120,76520087-3,61602240-7,0,2020-03-18,1361.009505,2020-03-06,2020-04-01,2020-04-20
2107-59-L120,76520087-3,61602148-6,0,2020-04-29,1710.04185,2020-04-16,2020-05-12,2020-06-06
2107-79-L120,76520087-3,61602148-6,0,2020-06-01,1613.1148035,2020-05-19,2020-06-14,2020-07-06
2146-42-L120,76520087-3,61606405-3,0,2020-08-23,5520.33126,2020-08-11,2020-09-06,2020-09-26
1057402-217-LE20,76520087-3,61607901-8,1,2020-10-19,8777.69454,2020-10-06,2020-11-01,2020-11-18
1057492-20-LP21,76520087-3,61959800-8,0,2021-03-29,199116.69216,2021-03-16,2021-04-11,2021-05-01
591-25-LP21,76520337-6,61603000-0,1,2021-09-15,55074.282,2021-09-02,2021-09-28,2021-10-16
1628-71-L118,76520363-5,61602132-K,0,2018-07-17,1701.221022,2018-06-30,2018-07-26,2018-08-10
1660-63-L119,76520363-5,61606408-8,0,2019-04-18,1577.585208,2019-04-04,2019-04-30,2019-05-24
1660-68-L119,76520363-5,61606408-8,0,2019-04-19,1571.591792,2019-04-09,2019-05-05,2019-05-21
1057547-105-R119,76520363-5,61607502-0,0,2019-05-19,2470.224441,2019-05-07,2019-06-02,2019-06-19
162-31-L120,76520400-3,61601000-K,0,2020-09-29,3837.69552,2020-09-22,2020-10-18,2020-11-08
1511-30-LE20,76520509-3,61606911-K,0,2020-04-29,84917.214,2020-04-21,2020-05-17,2020-06-06
1057430-19-LE19,76520676-6,61602203-2,1,2019-06-20,29113.738259925,2019-06-07,2019-07-03,2019-07-29
2207-34-L120,76520797-5,61602153-2,0,2020-02-12,1570.47544941,2020-01-30,2020-02-25,2020-03-24
1057509-51-LP19,76520849-1,61607001-0,1,2019-04-01,74712.107595696,2019-03-19,2019-04-14,2019-04-29
673684-38-LQ19,76520849-1,61608407-0,1,2019-12-16,177147.132564,2019-12-03,2019-12-29,2020-01-18
4375-109-LQ20,76520886-6,61602189-3,0,2020-06-24,253178.6,2020-06-11,2020-07-07,2020-07-23
4375-215-LQ20,76520886-6,61602189-3,0,2020-11-03,305321.52,2020-10-22,2020-11-17,2020-12-02
2157-168-LE20,76520886-6,61602295-4,0,2020-12-30,0,2020-12-15,2021-01-10,2021-01-29
2157-40-LQ21,76520886-6,61602295-4,0,2021-03-04,0,2021-02-18,2021-03-16,2021-04-06
2157-71-LE21,76520886-6,61602295-4,0,2021-04-19,1253.4014964,2021-04-05,2021-05-01,2021-05-27
1057417-132-LE19,76520971-4,61607301-K,1,2019-07-22,19090.570126,2019-07-09,2019-08-04,2019-08-20
1057417-97-LE21,76520971-4,61607301-K,1,2021-05-24,8753.42854,2021-05-11,2021-06-06,2021-06-27
1382-40-LQ18,76521145-K,70744700-1,0,2018-12-13,23522.58593455,2018-11-29,2018-12-25,2019-01-12
2085-28-LQ20,76521145-K,61602226-1,1,2020-11-25,10244.6166,2020-11-12,2020-12-08,2021-01-02
1622-4-L118,76521551-K,61602141-9,0,2018-03-21,1349.14359,2018-03-06,2018-04-01,2018-04-21
1509-22-L118,76521551-K,61608006-7,1,2018-04-03,1448.57265,2018-03-21,2018-04-16,2018-05-08
2207-175-L118,76521551-K,61602153-2,0,2018-06-12,1310.03762,2018-05-29,2018-06-24,2018-07-14
522-25-L118,76521551-K,61602152-4,1,2018-09-13,1508.40873,2018-08-31,2018-09-26,2018-10-17
2146-74-L119,76521551-K,61606405-3,0,2019-10-21,1366.428,2019-10-03,2019-10-29,2019-11-19
2101-89-L119,76521551-K,61602213-K,0,2019-11-15,1785.9399,2019-11-02,2019-11-28,2019-12-20
1075963-87-LE20,76521582-K,61606001-5,0,2020-08-11,1509.272,2020-07-28,2020-08-23,2020-09-09
4464-28-LE20,76521582-K,61606903-9,0,2020-08-11,13944.34,2020-07-30,2020-08-25,2020-09-12
2125-55-L121,76521582-K,61606407-K,0,2021-05-03,5014.3926,2021-04-20,2021-05-16,2021-06-03
1057415-7-LQ19,76521924-8,61602220-2,0,2019-07-17,158286.334944,2019-07-05,2019-07-31,2019-08-21
2036-10-L118,76521947-7,61602247-4,0,2018-03-20,3851.4416,2018-03-07,2018-04-02,2018-04-20
884-68-L118,76522065-3,61608500-K,0,2018-07-20,4181.006663594,2018-07-07,2018-08-02,2018-08-26
1175-130-LE21,76522407-1,61607400-8,1,2021-10-04,10110.721686087,2021-09-21,2021-10-17,2021-11-04
5602-80-LE19,76522434-9,61601000-K,0,2019-08-09,7030.396,2019-07-23,2019-08-18,2019-09-09
812261-146-LE18,76522492-6,65075485-9,1,2018-11-29,1247.224672,2018-11-16,2018-12-12,2019-01-05
757-60-L119,76522707-0,61601000-K,1,2019-07-02,6081.50754,2019-06-19,2019-07-15,2019-08-04
1747-24-L120,76522717-8,61606205-0,0,2020-05-13,4728.8157,2020-05-01,2020-05-27,2020-06-14
1057387-5-L119,76522741-0,61602223-7,0,2019-08-26,2367.151286,2019-08-13,2019-09-08,2019-09-27
1952-41-LP19,76522978-2,61602248-2,0,2019-04-08,85494.870318582,2019-03-26,2019-04-21,2019-05-13
937232-4-L120,76523131-0,61980620-4,0,2020-01-28,3196.1415,2020-01-14,2020-02-09,2020-03-02
1382-15-LE18,76523329-1,70744700-1,1,2018-04-12,20382.49344,2018-03-30,2018-04-25,2018-05-19
1382-47-LE19,76523329-1,70744700-1,1,2019-12-23,27057.01656,2019-12-10,2020-01-05,2020-01-27
705291-9-LE19,76524642-3,61608205-1,0,2019-02-14,24192.37647,2019-02-01,2019-02-27,2019-03-16
898-61-LE20,76524942-2,61602126-5,0,2020-05-19,12076.725045816,2020-05-02,2020-05-28,2020-06-15
757-43-L118,76525146-K,61601000-K,1,2018-06-11,6544.6844,2018-05-29,2018-06-24,2018-07-13
757-7-L121,76525146-K,61601000-K,1,2021-04-12,7274.7734,2021-03-30,2021-04-25,2021-05-16
757-94-L121,76525146-K,61601000-K,0,2021-08-31,4141.279253,2021-08-18,2021-09-13,2021-10-01
757-137-LE21,76525146-K,61601000-K,1,2021-10-12,10017.98229,2021-09-29,2021-10-25,2021-11-14
757-138-LE21,76525146-K,61601000-K,1,2021-10-12,9558.57945,2021-09-29,2021-10-25,2021-11-16
2157-194-L118,76525399-3,61602295-4,1,2018-09-06,2947.806629,2018-08-24,2018-09-19,2018-10-03
4375-220-LE18,76525399-3,61602189-3,0,2018-09-10,18109.972754716,2018-08-27,2018-09-22,2018-10-09
2157-27-LE19,76525399-3,61602295-4,0,2019-03-04,7812.78422,2019-02-15,2019-03-13,2019-04-01
1947-170-LP20,76525494-9,61608004-0,0,2021-01-26,104841.3189889,2021-01-13,2021-02-08,2021-02-26
635-274-L119,76525738-7,61606000-7,0,2019-11-28,0,2019-11-15,2019-12-11,2019-12-29
2078-122-LE18,76525849-9,61601000-K,0,2018-12-21,25657.95072,2018-12-07,2019-01-02,2019-01-18
2078-131-R119,76525849-9,61601000-K,0,2018-12-21,25657.95072,2018-12-07,2019-01-02,2019-01-24
1040758-1-LE19,76525849-9,61601000-K,0,2019-02-26,24786.61284,2019-02-14,2019-03-12,2019-04-02
1040758-6-LE19,76525849-9,61601000-K,0,2019-02-28,54224.1684,2019-02-15,2019-03-13,2019-04-07
2078-20-LE19,76525849-9,61601000-K,1,2019-04-08,24564.5412,2019-03-26,2019-04-21,2019-05-10
2060-167-LE18,76526263-1,61602222-9,1,2018-10-18,,2018-10-05,2018-10-31,2018-11-16
2190-6-L118,76526365-4,61607507-1,0,2018-01-12,2488.131,2018-01-02,2018-01-28,2018-02-21
1553-6-R118,76526365-4,61607502-0,0,2018-01-10,3309.364056,2017-12-26,2018-01-21,2018-02-10
1670-4-L118,76526365-4,61602262-8,0,2018-02-05,2372.36270355,2018-01-23,2018-02-18,2018-03-12
2086-10-L118,76526365-4,61606203-4,1,2018-02-06,1662.406,2018-01-24,2018-02-19,2018-03-12
1544-1-R118,76526365-4,61606204-2,0,2018-01-29,2484.8281,2018-01-16,2018-02-11,2018-03-02
1681-1-L118,76526365-4,61606917-9,0,2018-02-21,1777.0401336,2018-02-03,2018-03-01,2018-03-20
1620-12-L118,76526365-4,61602146-K,0,2018-02-12,14939.1345747,2018-01-30,2018-02-25,2018-03-20
2086-17-L118,76526365-4,61606203-4,1,2018-02-12,2835.282144,2018-01-30,2018-02-25,2018-03-14
4375-40-L118,76526365-4,61602189-3,0,2018-02-26,5555.446653,2018-02-10,2018-03-08,2018-03-26
2098-15-L118,76526365-4,61602211-3,0,2018-02-21,11585.3820096,2018-02-09,2018-03-07,2018-03-24
635-21-L118,76526365-4,61606000-7,0,2018-02-16,6635.302536,2018-02-01,2018-02-27,2018-03-16
2190-12-L118,76526365-4,61607507-1,0,2018-02-20,5000.020392,2018-02-06,2018-03-04,2018-03-24
2102-26-L118,76526365-4,61602212-1,0,2018-03-02,1831.661238,2018-02-17,2018-03-15,2018-04-06
4906-10-L118,76526365-4,61980740-5,0,2018-02-27,6023.747226,2018-02-14,2018-03-12,2018-04-01
1626-10-L118,76526365-4,61602150-8,0,2018-02-28,6561.5808,2018-02-14,2018-03-12,2018-03-30
2097-24-L118,76526365-4,61602209-1,0,2018-03-07,7509.5753052,2018-02-22,2018-03-20,2018-04-02
2205-14-L118,76526365-4,61602143-5,0,2018-03-01,4182.37932,2018-02-15,2018-03-13,2018-04-01
1627-26-LE18,76526365-4,61602145-1,0,2018-03-12,9949.75728,2018-02-24,2018-03-22,2018-04-13
5602-22-L118,76526365-4,61601000-K,0,2018-03-08,2853.840012302,2018-02-23,2018-03-21,2018-04-09
1622-4-L118,76526365-4,61602141-9,0,2018-03-21,1596.7219494,2018-03-06,2018-04-01,2018-04-21
635-60-L118,76526365-4,61606000-7,0,2018-03-28,4129.842968,2018-03-14,2018-04-09,2018-05-02
1669-197-L118,76526365-4,61608604-9,0,2018-04-09,24162.37713,2018-03-27,2018-04-22,2018-05-12
2102-50-L118,76526365-4,61602212-1,0,2018-04-27,1958.72423055,2018-04-14,2018-05-10,2018-05-31
2144-23-L118,76526365-4,61607602-7,0,2018-04-24,2030.184014055,2018-04-11,2018-05-07,2018-05-29
2207-128-L118,76526365-4,61602153-2,0,2018-04-26,2245.712316,2018-04-13,2018-05-09,2018-05-22
782174-28-LE18,76526365-4,61980320-5,0,2018-05-28,8091.978528,2018-05-15,2018-06-10,2018-06-28
1621-45-L118,76526365-4,61602151-6,0,2018-05-22,1661.1262608,2018-05-09,2018-06-04,2018-06-25
635-121-L118,76526365-4,61606000-7,0,2018-06-13,2762.8334328,2018-05-31,2018-06-26,2018-07-19
2144-35-L118,76526365-4,61607602-7,0,2018-06-06,3838.954422,2018-05-24,2018-06-19,2018-07-08
2097-56-L118,76526365-4,61602209-1,0,2018-06-07,1875.94538,2018-05-25,2018-06-20,2018-07-07
2086-91-L118,76526365-4,61606203-4,0,2018-06-07,5353.134172,2018-05-23,2018-06-18,2018-07-11
1660-132-L118,76526365-4,61606408-8,0,2018-06-12,1249.516929,2018-05-26,2018-06-21,2018-07-15
2207-175-L118,76526365-4,61602153-2,0,2018-06-12,2918.158838,2018-05-29,2018-06-24,2018-07-14
1628-58-L118,76526365-4,61602132-K,0,2018-06-20,1543.3173744,2018-06-07,2018-07-03,2018-07-26
2086-95-L118,76526365-4,61606203-4,0,2018-06-13,2768.822068,2018-05-25,2018-06-20,2018-07-10
2086-103-L118,76526365-4,61606203-4,0,2018-07-12,2636.986875,2018-06-28,2018-07-24,2018-08-13
2086-104-L118,76526365-4,61606203-4,0,2018-07-19,1458.30509672,2018-07-05,2018-07-31,2018-08-16
635-143-L118,76526365-4,61606000-7,0,2018-07-11,16540.122288,2018-06-29,2018-07-25,2018-08-14
2139-3-L118,76526365-4,61602312-8,0,2018-07-18,2572.88576448,2018-07-04,2018-07-30,2018-08-17
1660-168-L118,76526365-4,61606408-8,0,2018-07-20,1458.30509672,2018-07-07,2018-08-02,2018-08-23
1746-46-L118,76526365-4,61601000-K,0,2018-07-24,9706.9623,2018-07-07,2018-08-02,2018-08-21
2188-74-L118,76526365-4,61602134-6,0,2018-07-24,2303.60592,2018-07-10,2018-08-05,2018-08-29
1627-162-LP18,76526416-2,61602145-1,0,2019-01-09,137820.546709248,2018-12-22,2019-01-17,2019-02-07
1511-28-LE19,76526416-2,61606911-K,1,2019-03-18,24122.59191684,2019-03-05,2019-03-31,2019-04-16
1511-15-LE20,76526416-2,61606911-K,1,2020-03-16,12772.46872215,2020-03-03,2020-03-29,2020-04-17
831756-11-LE18,76526632-7,61608604-9,0,2018-01-23,1356.88775,2018-01-10,2018-02-05,2018-02-25
2058-63-LQ18,76526632-7,61608102-0,0,2018-07-09,7079.15284,2018-06-26,2018-07-22,2018-08-16
1057492-85-LE19,76526632-7,61959800-8,1,2019-09-12,22078.5,2019-08-30,2019-09-25,2019-10-13
1641-9-LQ20,76526632-7,61608204-3,1,2020-01-29,9514.594728,2020-01-16,2020-02-11,2020-02-29
2109-11-LQ20,76526632-7,61608203-5,0,2020-05-20,1340.7012,2020-05-07,2020-06-02,2020-06-24
1532-32-LE20,76526632-7,61933400-0,0,2020-08-18,2958.71892,2020-08-04,2020-08-30,2020-09-22
1057049-252-LE20,76526632-7,61608604-9,0,2020-10-20,64558.65,2020-10-07,2020-11-02,2020-11-19
1057049-253-LE20,76526632-7,61608604-9,0,2020-10-20,46311.3588,2020-10-07,2020-11-02,2020-11-20
4465-53-LP20,76526632-7,61606903-9,1,2020-11-18,13665.84114,2020-11-05,2020-12-01,2020-12-22
1947-9-LQ20,76526632-7,61608004-0,1,2020-12-18,9788.15609,2020-12-05,2020-12-31,2021-01-20
1057492-95-LQ20,76526632-7,61959800-8,1,2020-12-30,198543.849805,2020-12-17,2021-01-12,2021-02-02
1057494-6-LR21,76526632-7,61608102-0,1,2021-02-10,11206.13612,2021-01-28,2021-02-23,2021-03-11
1057472-4-LQ21,76526632-7,61980320-5,0,2021-02-08,5600.488592,2021-01-23,2021-02-18,2021-03-12
2142-3-LQ18,76526662-9,61607002-9,1,2018-02-01,168420.87265,2018-01-19,2018-02-14,2018-03-07
5276-6-L118,76526662-9,61608203-5,0,2018-04-17,7735.578754122,2018-04-03,2018-04-29,2018-05-25
2157-124-LP19,76526662-9,61602295-4,0,2019-10-28,55566.48,2019-10-12,2019-11-07,2019-11-28
1057489-40-LQ20,76526662-9,61608406-2,0,2020-03-02,97780.572,2020-02-15,2020-03-12,2020-04-01
2157-86-LQ20,76526662-9,61602295-4,0,2020-08-11,68893.45536,2020-07-30,2020-08-25,2020-09-18
4701-2-LE18,76526762-5,61607001-0,0,2018-02-12,52725.24,2018-01-25,2018-02-20,2018-03-10
4375-184-LP19,76526762-5,61602189-3,0,2020-01-16,63502.4294796,2020-01-03,2020-01-29,2020-02-18
1057418-1-LE20,76526762-5,61607302-8,0,2020-02-24,0,2020-02-08,2020-03-05,2020-03-27
1057539-85-LQ20,76526820-6,61975100-0,1,2021-01-07,373580.2704,2020-12-25,2021-01-20,2021-02-07
1671-2-LE18,76526887-7,61601000-K,1,2018-02-27,1283.7747,2018-02-14,2018-03-12,2018-04-01
2122-21-L118,76526887-7,61601000-K,1,2018-03-21,1299.42906,2018-03-08,2018-04-03,2018-04-20
2122-11-LE19,76526887-7,61601000-K,1,2019-03-25,1304.84089,2019-03-12,2019-04-07,2019-04-28
2122-4-LE21,76526887-7,61601000-K,1,2021-06-07,1298.27881,2021-05-25,2021-06-20,2021-07-12
1656-66-L118,76527111-8,61601000-K,1,2018-11-28,1954.139641794,2018-11-15,2018-12-11,2018-12-31
1660-96-L118,76527650-0,61606408-8,0,2018-05-17,1271.8713,2018-05-01,2018-05-27,2018-06-20
2086-105-L118,76527650-0,61606203-4,0,2018-07-11,1224.524576,2018-06-29,2018-07-25,2018-08-20
635-271-L118,76527650-0,61606000-7,0,2019-01-02,14892.9332736,2018-12-20,2019-01-15,2019-02-08
1660-65-L119,76527650-0,61606408-8,0,2019-04-22,1624.783359,2019-04-09,2019-05-05,2019-05-27
