id_firm_rut,cat_year,amt_revenue_value,n_employees
76489841-9,2021,17026144.89,65
76489841-9,2022,7612865.93,111
76490371-4,2018,15918782.1,100
76490371-4,2019,7858781.71,31
76490371-4,2020,19415697.44,118
76490371-4,2021,8112540.33,54
76490371-4,2022,14026835.45,31
76490378-1,2018,15545231.12,175
76490378-1,2019,13783557.07,45
76490378-1,2020,16464677.63,64
76490378-1,2021,16948057.43,186
76490378-1,2022,15055249.58,170
76490529-6,2018,25497599.58,45
76490529-6,2019,19131843.13,5
76490529-6,2020,9461360.52,165
76490529-6,2021,20057070.14,163
76490529-6,2022,12533132.66,30
76490816-3,2018,22437334.41,96
76490816-3,2019,25945148.7,54
76490816-3,2020,17851906.52,36
76490816-3,2021,16607082.7,141
76490816-3,2022,10306759.22,107
76490863-5,2018,14626166.19,31
76490863-5,2019,21554891.45,173
76490863-5,2020,16606972.88,4
76490863-5,2021,17443166.91,21
76490863-5,2022,15272393.66,65
76491146-6,2018,9936182.59,24
76491146-6,2019,19206816.07,121
76491146-6,2020,13807783.17,59
76491146-6,2021,10969337.42,27
76491146-6,2022,11983951.57,11
76491185-7,2018,9788090.44,107
76491185-7,2019,20971235.9,139
76491185-7,2020,12054625.38,53
76491185-7,2021,14971472.87,47
76491185-7,2022,13500685.26,159
76491201-2,2018,13030176.38,46
76491201-2,2019,21956867.06,16
76491201-2,2020,16185129.26,162
76491201-2,2021,17040007.63,9
76491201-2,2022,18832634.19,135
76491426-0,2018,24965604.7,104
76491426-0,2019,16385854.82,149
76491426-0,2020,12305384.92,188
76491426-0,2021,20309534.99,125
76491426-0,2022,15342482.54,34
76491960-2,2018,11774877,16
76491960-2,2019,12887488.78,44
76491960-2,2020,11061098.33,127
76491960-2,2021,13434437.22,172
76491960-2,2022,12392961.12,138
76491991-2,2018,13857781.44,106
76491991-2,2019,17014134.43,56
76491991-2,2020,18427440.73,119
76491991-2,2021,18326886.43,70
76491991-2,2022,18068248.62,146
76492044-9,2018,19759985.51,37
76492044-9,2019,15425188.2,169
76492044-9,2020,14206364.05,42
76492044-9,2021,15765967.09,133
76492044-9,2022,16909738.3,3
76492076-7,2018,16719976.95,184
76492076-7,2019,19733496.09,7
76492076-7,2020,20073844.89,1
76492076-7,2021,12865527.55,28
76492076-7,2022,13332636.85,181
76492271-9,2018,15912518.6,197
76492271-9,2019,10481140.74,41
76492271-9,2020,23225366.52,99
76492271-9,2021,6194688.19,34
76492271-9,2022,10917069.3,111
76492314-6,2018,21322376.84,20
76492314-6,2019,15476298.35,170
76492314-6,2020,20919910.35,176
76492314-6,2021,22187173.31,100
76492314-6,2022,10684757.02,75
76492564-5,2018,13892923.35,81
76492564-5,2019,14006554.39,152
76492564-5,2020,21853738.43,161
76492564-5,2021,24398712.18,148
76492564-5,2022,17223575.77,145
76492752-4,2018,20134010,35
76492752-4,2019,10704443.69,83
76492752-4,2020,16419852.02,101
76492752-4,2021,19766479.29,47
76492752-4,2022,10422470.8,72
76493003-7,2018,14921422.84,185
76493003-7,2019,12097832.28,135
76493003-7,2020,14991159.16,72
76493003-7,2021,18870175.81,97
76493003-7,2022,12734949.74,26
76493721-K,2018,17668136.19,126
76493721-K,2019,12689819.62,93
76493721-K,2020,15356137.93,142
76493721-K,2021,12151767.05,15
76493721-K,2022,16587551.4,129
76493820-8,2018,17112201.32,155
76493820-8,2019,23161000.08,1
76493820-8,2020,16548995.38,134
76493820-8,2021,10157570.04,174
76493820-8,2022,13918878.04,164
76493824-0,2018,12378229.38,157
76493824-0,2019,7586442.38,162
76493824-0,2020,15769393.27,82
76493824-0,2021,16230110.01,138
76493824-0,2022,12112684.38,168
76493942-5,2018,13888375.3,73
76493942-5,2019,14521388.74,155
76493942-5,2020,14805538.21,54
76493942-5,2021,14480150.7,195
76493942-5,2022,21293472.13,123
76494087-3,2018,14540801.02,33
76494087-3,2019,22548231.29,117
76494087-3,2020,17597946.79,83
76494087-3,2021,15991392.27,86
76494087-3,2022,15404455.82,76
76494601-4,2018,16034499.31,90
76494601-4,2019,15715058.54,122
76494601-4,2020,16749336.56,30
76494601-4,2021,10937466.35,125
76494601-4,2022,14625927.42,102
76494866-1,2018,12354456.32,44
76494866-1,2019,12062258.35,141
76494866-1,2020,13528724.4,30
76494866-1,2021,11330985.94,162
76494866-1,2022,17983692.73,144
76495045-3,2018,11258349.46,24
76495045-3,2019,14162635.83,135
76495045-3,2020,16288266.79,51
76495045-3,2021,14952466.95,121
76495045-3,2022,12136794.54,132
76495056-9,2018,14545921.25,59
76495056-9,2019,18938306.59,146
76495056-9,2020,16290427.02,95
76495056-9,2021,16064027.46,184
76495056-9,2022,19012885.79,101
76495579-K,2018,14422213,131
76495579-K,2019,18031393.47,115
76495579-K,2020,15610847.6,127
76495579-K,2021,15687391.77,131
76495579-K,2022,12337803.92,85
76495742-3,2018,14103456.78,113
76495742-3,2019,8101552.39,123
76495742-3,2020,15367934.09,156
76495742-3,2021,14599028.29,31
76495742-3,2022,10118161.26,174
76495949-3,2018,18352055.61,20
76495949-3,2019,16708523.98,54
76495949-3,2020,15327596.07,101
76495949-3,2021,12808227.07,98
76495949-3,2022,9900720.27,37
76496064-5,2018,11104816.64,163
76496064-5,2019,23331425.98,148
76496064-5,2020,20392247.25,89
76496064-5,2021,18024494.16,199
76496064-5,2022,14083434.27,113
76496112-9,2018,10382358.42,143
76496112-9,2019,16214517.69,152
76496112-9,2020,20366717.51,153
76496112-9,2021,11016963.89,37
76496112-9,2022,19327301.33,135
76496226-5,2018,18991925.38,4
76496226-5,2019,7929145.93,82
76496226-5,2020,11041271.24,105
76496226-5,2021,14727595.86,177
76496226-5,2022,16072341.81,178
76496501-9,2018,16410173.6,166
76496501-9,2019,20101600.74,98
76496501-9,2020,15716877.44,165
76496501-9,2021,20322069.24,96
76496501-9,2022,17539825.75,158
76496588-4,2018,10168584.49,4
76496588-4,2019,9793826.66,44
76496588-4,2020,17314488.23,62
76496588-4,2021,15977535.64,139
76496588-4,2022,10562731.27,102
76496700-3,2018,12172008.94,7
76496700-3,2019,14308061.54,177
76496700-3,2020,12218615.68,37
76496700-3,2021,14511071.71,148
76496700-3,2022,10707600.53,79
76497060-8,2018,13856765.5,93
76497060-8,2019,12294930.46,54
76497060-8,2020,16312219.04,19
76497060-8,2021,17546326.72,175
76497060-8,2022,21929121.35,23
76497180-9,2018,12940715.02,176
76497180-9,2019,11130813.37,199
76497180-9,2020,10289474.25,192
76497180-9,2021,13509580.99,37
76497180-9,2022,11573921.59,114
76497485-9,2018,16627836.08,166
76497485-9,2019,12964396.57,12
76497485-9,2020,16169237.62,131
76497485-9,2021,10484336.83,60
76497485-9,2022,10144662.11,154
76497659-2,2018,13692802.5,127
76497659-2,2019,15991645.86,188
76497659-2,2020,14272635.96,83
76497659-2,2021,19135846.76,22
76497659-2,2022,15997899.36,34
76497662-2,2018,14904358.22,174
76497662-2,2019,12234606.79,56
76497662-2,2020,16004606.99,96
76497662-2,2021,12469824.13,122
76497662-2,2022,11832472.44,124
76497829-3,2018,11744110.57,5
76497829-3,2019,17648662.74,184
76497829-3,2020,18688725.41,8
76497829-3,2021,9271776.6,134
76497829-3,2022,11240602.9,104
76498121-9,2018,16782420.17,33
76498121-9,2019,18924764.51,47
76498121-9,2020,13163526.25,65
76498121-9,2021,12295688.96,50
76498121-9,2022,19817323.42,33
76498795-0,2018,13559566.52,141
76498795-0,2019,12087037.99,142
76498795-0,2020,14267148.21,161
76498795-0,2021,13917866.9,97
76498795-0,2022,16199753.63,94
76498808-6,2018,19124844.24,49
76498808-6,2019,14677483.6,110
76498808-6,2020,19862131.37,18
76498808-6,2021,14678970.98,80
76498808-6,2022,14379291.05,138
76499091-9,2018,18175767.44,165
76499091-9,2019,8944543.6,45
76499091-9,2020,14397288.28,63
76499091-9,2021,11452884.2,119
76499091-9,2022,8428347.36,190
76499211-3,2018,11572604.39,68
76499211-3,2019,16130350.1,86
76499211-3,2020,13232903.59,73
76499211-3,2021,7637154.86,150
76499211-3,2022,14901058.69,59
76499318-7,2018,16328024.7,104
76499318-7,2019,17437847.82,69
76499318-7,2020,9030099.83,26
76499318-7,2021,22036050.83,143
76499318-7,2022,12905737.18,29
76499797-2,2018,10101183.59,195
76499797-2,2019,11342572.14,13
76499797-2,2020,18348434.47,200
76499797-2,2021,17267925.23,86
76499797-2,2022,18200802.37,193
76500331-8,2018,17316546.51,1
76500331-8,2019,13639832.69,92
76500331-8,2020,14273367.83,103
76500331-8,2021,15911428.73,48
76500331-8,2022,13897931.85,81
76500341-5,2018,18297602.92,152
76500341-5,2019,11091944.58,175
76500341-5,2020,16266504.51,124
76500341-5,2021,13688283.34,172
76500341-5,2022,16805630.89,62
76500426-8,2018,18142320.01,128
76500426-8,2019,12036417.21,88
76500426-8,2020,7243558.74,134
76500426-8,2021,10400231.21,113
76500426-8,2022,11912806.11,167
76500436-5,2018,12021005.38,25
76500436-5,2019,18337383.33,179
76500436-5,2020,9513592.31,11
76500436-5,2021,19516339.96,87
76500436-5,2022,6942953.09,35
76501043-8,2018,17785603.04,97
76501043-8,2019,15919145.35,3
76501043-8,2020,7398367.83,97
76501043-8,2021,12777430.24,178
76501043-8,2022,10885873.25,61
76501347-K,2018,14087437.72,7
76501347-K,2019,17628207.94,130
76501347-K,2020,16826601.93,148
76501347-K,2021,15883903.86,32
76501347-K,2022,10609482.29,29
76501660-6,2018,10874425.21,112
76501660-6,2019,17565092.48,117
76501660-6,2020,11909726.82,65
76501660-6,2021,18741365.03,167
76501660-6,2022,16140133.94,181
76501680-0,2018,15832088.87,7
76501680-0,2019,18899185.23,177
76501680-0,2020,16906161.51,106
76501680-0,2021,17320375.14,43
76501680-0,2022,15044167.04,16
76502041-7,2018,12559485.05,124
76502041-7,2019,14759891.76,37
76502041-7,2020,13926311.21,95
76502041-7,2021,19082474.37,56
76502041-7,2022,12215876.82,146
76502259-2,2018,13536547.89,5
76502259-2,2019,17966853.72,77
76502259-2,2020,21248156.98,102
76502259-2,2021,-38034.3,10
76502259-2,2022,20967433.31,36
76502315-7,2018,17108316.46,49
76502315-7,2019,11851833.14,188
76502315-7,2020,17015025.48,76
76502315-7,2021,14778116.66,72
76502315-7,2022,18378809.91,145
76502341-6,2018,16559090.4,51
76502341-6,2019,15852814.79,113
76502341-6,2020,7838812.01,135
76502341-6,2021,17594625.84,192
76502341-6,2022,16596814.68,141
76502389-0,2018,21137195.49,195
76502389-0,2019,13984927.52,56
76502389-0,2020,17013767.12,95
76502389-0,2021,15506451.14,119
76502389-0,2022,11495195.27,130
76502565-6,2018,19992512.03,13
76502565-6,2019,14915128.38,13
76502565-6,2020,15624032.17,170
76502565-6,2021,11029138.57,175
76502565-6,2022,13442160.3,179
76502710-1,2018,19063190.63,27
76502710-1,2019,21243815.26,144
76502710-1,2020,12162439.94,11
76502710-1,2021,23636616.96,139
76502710-1,2022,14206623.83,65
76502718-7,2018,17055098.39,72
76502718-7,2019,17889513.41,3
76502718-7,2020,16643467.48,56
76502718-7,2021,12602380.4,67
76502718-7,2022,12707314.52,158
76503022-6,2018,18548622.05,146
76503022-6,2019,16129713.35,86
76503022-6,2020,19331071.22,39
76503022-6,2021,12377196.49,96
76503022-6,2022,21102488.53,18
76503211-3,2018,11842429.27,45
76503211-3,2019,9651264.78,6
76503211-3,2020,12861401.97,200
76503211-3,2021,13700550.45,135
76503211-3,2022,12085786.16,187
76503994-0,2018,17383703.66,133
76503994-0,2019,10041926.92,179
76503994-0,2020,9283891.73,153
76503994-0,2021,19041862.33,122
76503994-0,2022,20902883.38,69
76504041-8,2018,11838387.88,79
76504041-8,2019,18828894.04,32
76504041-8,2020,21363580.61,151
76504041-8,2021,16597990.22,72
76504041-8,2022,13452545.8,83
76504043-4,2018,13717488.18,96
76504043-4,2019,23931767.48,47
76504043-4,2020,18422181.5,155
76504043-4,2021,16919723.62,107
76504043-4,2022,13401161.26,75
76504110-4,2018,11830622.49,3
76504110-4,2019,19153636.18,119
76504110-4,2020,9851741.82,148
76504110-4,2021,18332070.44,14
76504110-4,2022,11059887.71,180
76504127-9,2018,16020729.97,121
76504127-9,2019,19455372.74,109
76504127-9,2020,15352742.93,30
76504127-9,2021,14396759.4,2
76504127-9,2022,17520413.35,163
76504167-8,2018,17238431.51,35
76504167-8,2019,15867407.63,33
76504167-8,2020,15017655.71,33
76504167-8,2021,17336308.87,174
76504167-8,2022,17497145.41,140
76504219-4,2018,15229155.24,170
76504219-4,2019,12546723.04,145
76504219-4,2020,20760504.35,124
76504219-4,2021,19517279.3,180
76504219-4,2022,15674064.9,89
76504512-6,2018,10609209.97,67
76504512-6,2019,13101344.77,160
76504512-6,2020,17616478.44,113
76504512-6,2021,13247572.15,121
76504512-6,2022,14672523.81,101
76505296-3,2018,14638785.85,86
76505296-3,2019,20486490.42,154
76505296-3,2020,13681226.51,195
76505296-3,2021,16172184.57,113
76505296-3,2022,12918610.61,128
76505482-6,2018,17712872.97,173
76505482-6,2019,17185008.69,104
76505482-6,2020,18642416.55,27
76505482-6,2021,7952905.93,148
76505482-6,2022,16987698.03,56
76505815-5,2018,16204409.44,41
76505815-5,2019,17775239.04,40
76505815-5,2020,12557936.68,191
76505815-5,2021,16052606.58,35
76505815-5,2022,18134903.73,156
76505914-3,2018,13214022.81,126
76505914-3,2019,11604408.93,125
76505914-3,2020,21166876.83,143
76505914-3,2021,13790376.52,31
76505914-3,2022,12984727.11,80
76505959-3,2018,17436139.77,57
76505959-3,2019,14538103.17,131
76505959-3,2020,12976106.97,14
76505959-3,2021,10758617.61,147
76505959-3,2022,14641667.15,65
76506152-0,2018,14931095.49,126
76506152-0,2019,15425666.57,148
76506152-0,2020,9666627.86,137
76506152-0,2021,11417010.89,16
76506152-0,2022,16458352.28,169
76506394-9,2018,14089432.04,26
76506394-9,2019,17254367.94,72
76506394-9,2020,16324820.53,10
76506394-9,2021,17311894.25,3
76506394-9,2022,14400977.81,23
76506852-5,2018,13308428.64,4
76506852-5,2019,11938875.25,179
76506852-5,2020,24121657.44,189
76506852-5,2021,15588312.7,19
76506852-5,2022,14312841.15,188
76506974-2,2018,11753971.56,29
76506974-2,2019,14280397.59,153
76506974-2,2020,10682326.19,56
76506974-2,2021,15759838.06,158
76506974-2,2022,17609065.46,194
76506983-1,2018,20410022.51,14
76506983-1,2019,25500420.45,83
76506983-1,2020,14972974.87,93
76506983-1,2021,12307253.51,196
76506983-1,2022,17093126.68,75
76507554-8,2018,15389441.7,30
76507554-8,2019,18224670.63,69
76507554-8,2020,14804100.44,75
76507554-8,2021,15495452.44,114
76507554-8,2022,18835461.06,98
76507582-3,2018,17163786.48,37
76507582-3,2019,13214031.68,181
76507582-3,2020,11404597.91,140
76507582-3,2021,20161414.61,82
76507582-3,2022,18256551.95,155
76507666-8,2018,9318128.68,174
76507666-8,2019,22334525.17,151
76507666-8,2020,11889190.4,194
76507666-8,2021,18267485.42,135
76507666-8,2022,15184818.6,129
76507672-2,2018,7950444.23,88
76507672-2,2019,13675162.02,32
76507672-2,2020,7516810.3,127
76507672-2,2021,22486747.13,109
76507672-2,2022,20147392.27,1
76507715-K,2018,17251870.65,68
76507715-K,2019,16785127.02,174
76507715-K,2020,22817405.92,107
76507715-K,2021,19961558.65,166
76507715-K,2022,22860530.61,183
76508987-5,2018,17483922.38,81
76508987-5,2019,13340924.09,134
76508987-5,2020,16945507.54,41
76508987-5,2021,24353180.13,111
76508987-5,2022,17974250.07,181
76509112-8,2018,13723042.4,166
76509112-8,2019,10686857.91,63
76509112-8,2020,18707930.29,87
76509112-8,2021,17839069.46,177
76509112-8,2022,14775775.6,112
76510455-6,2018,7667669.89,40
76510455-6,2019,15135112.14,23
76510455-6,2020,10954056.95,71
76510455-6,2021,12434090.25,163
76510455-6,2022,14135919.88,70
76510607-9,2018,11380099.73,161
76510607-9,2019,11403903.26,161
76510607-9,2020,17984106.75,17
76510607-9,2021,14466837.92,116
76510607-9,2022,17311800.18,79
76510629-K,2018,11230718.15,135
76510629-K,2019,16170011.88,3
76510629-K,2020,13066380.14,24
76510629-K,2021,17180814.56,41
76510629-K,2022,21370757.93,21
76510978-7,2018,15909575.59,186
76510978-7,2019,10586782.39,99
76510978-7,2020,15730483.31,102
76510978-7,2021,16325979.27,153
76510978-7,2022,14335894.5,157
76511331-8,2018,18059643.8,46
76511331-8,2019,13708765.72,82
76511331-8,2020,14539975.3,75
76511331-8,2021,17789705.88,34
76511331-8,2022,18278904.19,26
76511677-5,2018,20803443.49,150
76511677-5,2019,11972627.07,76
76511677-5,2020,13730589.15,4
76511677-5,2021,20870453.39,28
76511677-5,2022,16166626.69,5
76511768-2,2018,15433173.13,109
76511768-2,2019,11780223.65,115
76511768-2,2020,10789678.68,30
76511768-2,2021,9856218.31,2
76511768-2,2022,13657422.58,63
76511771-2,2018,12769728.56,32
76511771-2,2019,10912102.79,39
76511771-2,2020,12650859.35,9
76511771-2,2021,21302477.32,41
76511771-2,2022,11613252.89,75
76511948-0,2018,23561745.71,97
76511948-0,2019,13977778.83,138
76511948-0,2020,13662052.27,18
76511948-0,2021,18689029.21,144
76511948-0,2022,11817245.99,24
76512530-8,2018,10161692.89,21
76512530-8,2019,14515464.36,72
76512530-8,2020,15879739.33,11
76512530-8,2021,15001373.8,81
76512530-8,2022,13945807.52,185
76512686-K,2018,14016189.52,66
76512686-K,2019,14163350.48,133
76512686-K,2020,15308187.07,8
76512686-K,2021,11920748.61,145
76512686-K,2022,19489339.65,87
76512815-3,2018,9885965.55,79
76512815-3,2019,13120986.62,30
76512815-3,2020,21750789.3,39
76512815-3,2021,9162705.73,55
76512815-3,2022,22750090.02,35
76512999-0,2018,15647929.3,40
76512999-0,2019,14344875.98,13
76512999-0,2020,16679680.32,197
76512999-0,2021,16786888.8,60
76512999-0,2022,15091184.37,40
76513251-7,2018,20667270.72,121
76513251-7,2019,16011485.09,174
76513251-7,2020,14452650.95,19
76513251-7,2021,12522545.75,197
76513251-7,2022,12429962.05,184
76513531-1,2018,18638201.24,98
76513531-1,2019,13271253.44,174
76513531-1,2020,15793313.62,66
76513531-1,2021,12808342.26,127
76513531-1,2022,12125406.24,69
76514068-4,2018,18544484.81,70
76514068-4,2019,12196451.34,80
76514068-4,2020,17882177.09,72
76514068-4,2021,16042036.08,76
76514068-4,2022,9618363.91,92
76514862-6,2018,18421232.91,97
76514862-6,2019,17436291.5,149
76514862-6,2020,16184458.87,140
76514862-6,2021,14659637.84,21
76514862-6,2022,14462406.27,196
76514931-2,2018,14580279.01,98
76514931-2,2019,16858587.7,103
76514931-2,2020,10119033.69,108
76514931-2,2021,11139211.87,138
76514931-2,2022,15929497.06,78
76515049-3,2018,21852577.42,34
76515049-3,2019,16174872.89,136
76515049-3,2020,16352941.59,108
76515049-3,2021,18872973.39,34
76515049-3,2022,11376940.59,93
76515070-1,2018,13897505.55,147
76515070-1,2019,17219201.7,85
76515070-1,2020,23283160.37,13
76515070-1,2021,18733553.17,67
76515070-1,2022,14676323.26,85
76515529-0,2018,13287537.67,68
76515529-0,2019,12315823.39,120
76515529-0,2020,5571670.04,151
76515529-0,2021,15961662.3,163
76515529-0,2022,16204369.8,60
76516267-K,2018,17568279.96,59
76516267-K,2019,16077343.72,46
76516267-K,2020,18066580.45,110
76516267-K,2021,15042470.34,148
76516267-K,2022,18298783.79,121
76516396-K,2018,13277238.91,30
76516396-K,2019,17645185.99,133
76516396-K,2020,22208192.28,153
76516396-K,2021,13359053.69,176
76516396-K,2022,22854183.63,125
76516443-5,2018,13412474.01,195
76516443-5,2019,15178428.86,138
76516443-5,2020,15690451.77,71
76516443-5,2021,16909975.73,194
76516443-5,2022,11785184.83,79
76516485-0,2018,19089924.45,3
76516485-0,2019,18878106.42,10
76516485-0,2020,15591524.73,164
76516485-0,2021,16836742.2,46
76516485-0,2022,10595354.62,155
76517351-5,2018,17458276.92,162
76517351-5,2019,14174798.35,73
76517351-5,2020,15758540.93,59
76517351-5,2021,16994729.64,92
76517351-5,2022,12588646.94,103
76517391-4,2018,18751093.47,95
76517391-4,2019,11704179.82,62
76517391-4,2020,18383667.48,33
76517391-4,2021,16583483.83,172
76517391-4,2022,24707596.92,87
76517414-7,2018,13955413.08,151
76517414-7,2019,12119771.04,99
76517414-7,2020,16826740.28,118
76517414-7,2021,13970673.67,141
76517414-7,2022,10366245.39,141
76517533-K,2018,11867082.57,92
76517533-K,2019,9498846.02,88
76517533-K,2020,14162680.94,193
76517533-K,2021,13967031.29,29
76517533-K,2022,15276014.82,162
76517770-7,2018,17298670.55,122
76517770-7,2019,20304640.09,186
76517770-7,2020,14081096.13,98
76517770-7,2021,21530411.21,127
76517770-7,2022,14645893.4,150
76517914-9,2018,10937463.36,77
76517914-9,2019,13059018.71,107
76517914-9,2020,13591715.3,41
76517914-9,2021,14166454.45,1
76517914-9,2022,12641191.55,16
76518347-2,2018,17406467.45,144
76518347-2,2019,18790433.94,167
76518347-2,2020,14370266.59,36
76518347-2,2021,11448303.86,49
76518347-2,2022,16724768.03,179
76518351-0,2018,18207188.5,64
76518351-0,2019,14031982.25,36
76518351-0,2020,10739858.94,146
76518351-0,2021,15767759.9,61
76518351-0,2022,15023407.18,188
76518502-5,2018,13574728.42,143
76518502-5,2019,17164135.46,9
76518502-5,2020,17297973.83,14
76518502-5,2021,7539617.45,82
76518502-5,2022,20474080.42,189
76518777-K,2018,12959687.19,30
76518777-K,2019,12284345.61,21
76518777-K,2020,16010300.14,52
76518777-K,2021,17959583.02,27
76518777-K,2022,13148885.76,172
76518806-7,2018,12539702.87,192
76518806-7,2019,8796440.53,83
76518806-7,2020,19614565.39,183
76518806-7,2021,13624089.11,55
76518806-7,2022,20463489.69,84
76518820-2,2018,14145867.51,180
76518820-2,2019,16030849.42,199
76518820-2,2020,10244647.69,87
76518820-2,2021,20649580.68,153
76518820-2,2022,13712283.05,71
76518942-K,2018,15008269.28,40
76518942-K,2019,14769963.73,6
76518942-K,2020,23725440.81,27
76518942-K,2021,9475985.16,35
76518942-K,2022,14612730.97,94
76519082-7,2018,17086925.02,137
76519082-7,2019,16614722.47,81
76519082-7,2020,7532267.85,185
76519082-7,2021,18892757.82,79
76519082-7,2022,19128118.31,136
76519210-2,2018,6587711.28,107
76519210-2,2019,14909608.73,169
76519210-2,2020,13040134.41,104
76519210-2,2021,14132764.68,91
76519210-2,2022,19246735.49,43
76520087-3,2018,11113229.16,163
76520087-3,2019,13055800.64,114
76520087-3,2020,18378197.99,196
76520087-3,2021,10890958.23,17
76520087-3,2022,11272753.36,39
76520337-6,2018,19012800.9,121
76520337-6,2019,15242563.4,66
76520337-6,2020,10984968.74,195
76520337-6,2021,11862336.48,158
76520337-6,2022,9574054.35,164
76520363-5,2018,11295257.12,158
76520363-5,2019,17329923.2,181
76520363-5,2020,17960034.35,167
76520363-5,2021,18394094.62,168
76520363-5,2022,21120979.23,44
76520400-3,2018,17193349.13,64
76520400-3,2019,23241540.81,27
76520400-3,2020,15724599.86,145
76520400-3,2021,12910761.2,157
76520400-3,2022,11151035.21,102
76520509-3,2018,18517206.11,167
76520509-3,2019,12207492.19,7
76520509-3,2020,13865908.53,1
76520509-3,2021,15366866.4,50
76520509-3,2022,12588176.21,133
76520676-6,2018,11360480.35,13
76520676-6,2019,25632571.69,16
76520676-6,2020,18059955.1,145
76520676-6,2021,15591753.38,87
76520676-6,2022,22924813.68,24
76520797-5,2018,12584582.54,4
76520797-5,2019,11060840.62,154
76520797-5,2020,8499308.61,116
76520797-5,2021,12460434.29,7
76520797-5,2022,15594702.38,119
76520849-1,2018,13698309.86,35
76520849-1,2019,15928550.07,136
76520849-1,2020,16748815.84,171
76520849-1,2021,15911438.11,171
76520849-1,2022,15412364.45,188
76520886-6,2018,11352686.34,109
76520886-6,2019,11219358.08,46
76520886-6,2020,19679454.87,139
76520886-6,2021,12410984.45,158
76520886-6,2022,10102356.02,91
76520971-4,2018,9780072.03,70
76520971-4,2019,11653977.94,104
76520971-4,2020,11829901.02,129
76520971-4,2021,11476115.93,21
76520971-4,2022,24024161.59,2
76521145-K,2018,19231438.86,195
76521145-K,2019,23346101.31,142
76521145-K,2020,14561570.29,100
76521145-K,2021,16807667.82,93
76521145-K,2022,18072512.91,150
76521551-K,2018,19649684.48,60
76521551-K,2019,17577936.17,23
76521551-K,2020,12562435.33,16
76521551-K,2021,13727610.42,11
76521551-K,2022,12781074.9,139
76521582-K,2018,17861224.35,175
76521582-K,2019,13953849.61,79
76521582-K,2020,12727599.05,21
76521582-K,2021,13749426.01,158
76521582-K,2022,10431744.3,105
76521924-8,2018,19935097.33,87
76521924-8,2019,14885194.18,132
76521924-8,2020,15698807.92,139
76521924-8,2021,14191831.95,63
76521924-8,2022,16127890.36,145
76521947-7,2018,8669321.98,166
76521947-7,2019,14924071.62,3
76521947-7,2020,14750700.64,105
76521947-7,2021,11104237.94,192
76521947-7,2022,19396270.19,97
76522065-3,2018,12399445.64,68
76522065-3,2019,14567839.64,58
76522065-3,2020,21899899.99,177
76522065-3,2021,13233666.25,148
76522065-3,2022,12218960.61,157
76522407-1,2018,16345774.24,144
76522407-1,2019,16034154.1,177
76522407-1,2020,15346982,132
76522407-1,2021,13265957.75,81
76522407-1,2022,9566401.52,56
76522434-9,2018,12050774.85,144
76522434-9,2019,17465885.36,124
76522434-9,2020,11257212.76,164
76522434-9,2021,16283195.15,182
76522434-9,2022,16847946.64,126
76522492-6,2018,14515721.94,75
76522492-6,2019,17543506.38,152
76522492-6,2020,11033167.46,50
76522492-6,2021,13178645.16,192
76522492-6,2022,19353761.3,126
76522707-0,2018,18341558.17,152
76522707-0,2019,10295841.88,182
76522707-0,2020,13518930.03,151
76522707-0,2021,10023488.1,96
76522707-0,2022,13854792.4,185
76522717-8,2018,8875551.01,102
76522717-8,2019,6245763.72,48
76522717-8,2020,6530900.01,21
76522717-8,2021,10062573.57,115
76522717-8,2022,19075079.3,70
76522741-0,2018,12476252.3,55
76522741-0,2019,17403127.98,54
76522741-0,2020,15037990.13,87
76522741-0,2021,17950138.28,9
76522741-0,2022,13894234.33,43
76522978-2,2018,11983536.31,91
76522978-2,2019,15658870.41,165
76522978-2,2020,12527168.66,66
76522978-2,2021,9521247.47,51
76522978-2,2022,7659529.33,55
76523131-0,2018,9648757.27,88
76523131-0,2019,12555112.48,94
76523131-0,2020,13796083.38,1
76523131-0,2021,15167657.42,174
76523131-0,2022,12934082.06,168
76523329-1,2018,8589176.02,85
76523329-1,2019,14271451.46,92
76523329-1,2020,17190199.74,5
76523329-1,2021,8199872.71,107
76523329-1,2022,21623900.87,87
76524642-3,2018,17212336.32,108
76524642-3,2019,15443738.34,83
76524642-3,2020,15553051.84,131
76524642-3,2021,14106760.9,83
76524642-3,2022,14945761.14,179
76524942-2,2018,18448680.3,145
76524942-2,2019,10463120.42,178
76524942-2,2020,19382856.04,156
76524942-2,2021,11995228.28,183
76524942-2,2022,20219519.5,184
76525146-K,2018,16094926.56,189
76525146-K,2019,11809675.57,78
76525146-K,2020,13106229.77,117
76525146-K,2021,20566109.26,180
76525146-K,2022,16134974.34,91
76525399-3,2018,9938887.08,108
76525399-3,2019,10516021.77,123
76525399-3,2020,14002489.79,114
76525399-3,2021,16471229.13,59
76525399-3,2022,15512139.92,178
76525494-9,2018,12447515.67,72
76525494-9,2019,14922853.88,31
76525494-9,2020,5197239.27,171
76525494-9,2021,16671626.31,105
76525494-9,2022,8443337.37,14
76525738-7,2018,15753245.94,40
76525738-7,2019,13647821.23,91
76525738-7,2020,16999071.3,156
76525738-7,2021,13001514.54,75
76525738-7,2022,15796726.74,112
76525849-9,2018,12309525.48,130
76525849-9,2019,19655886.01,59
76525849-9,2020,21709844.44,90
76525849-9,2021,21351174.16,4
76525849-9,2022,6717040.44,164
