id_tender,amt_payment_value,dt_payment,id_payment
635-114-LE21,2345.34,2021-10-04,18703-19
2104-43-LE18,0,2018-11-28,18704-65
2104-43-LE18,0,2018-12-16,18705-83
2104-43-LE18,0,2018-10-28,18706-34
2104-43-LE18,0,2018-12-24,18707-91
2104-43-LE18,0,2018-11-06,18708-43
968521-12-L119,1417.43,2019-11-25,18709-74
968521-12-L119,155.28,2019-09-21,18710-9
2097-59-LE18,9656.69,2018-10-15,18711-88
2097-59-LE18,2799.03,2018-09-17,18712-60
2097-59-LE18,7450.68,2018-11-09,18713-113
2097-46-LE19,7680.34,2019-10-20,18714-86
2097-46-LE19,1825.65,2019-10-07,18715-73
2097-46-LE19,2159.06,2019-08-30,18716-35
2097-46-LE19,7754.55,2019-09-21,18717-57
2097-46-LE19,317.13,2019-10-22,18718-88
2102-93-LE19,4676.02,2020-02-08,18719-75
2102-93-LE19,3129.02,2020-01-15,18720-51
2102-93-LE19,6362.48,2019-12-28,18721-33
652-8-L120,5286.94,2020-05-25,18722-10
1057428-18-L120,510.8,2020-10-26,18723-3
1057428-18-L120,12.43,2020-11-11,18724-19
1057428-18-L120,1636.47,2020-11-23,18725-31
1057428-18-L120,1522.84,2020-12-09,18726-47
1057434-22-LE21,855.76,2021-12-02,18727-48
1057434-22-LE21,522.9,2021-11-26,18728-42
1057501-22-R121,1575.38,2021-07-23,18729-81
1057501-22-R121,2466.72,2021-07-09,18730-67
1057501-22-R121,1191.83,2021-07-02,18731-60
734-8-L121,3340.27,2021-05-07,18732-13
2065-22-L121,275.09,2021-10-03,18733-40
2065-22-L121,151.28,2021-09-04,18734-11
2065-22-L121,286.64,2021-10-09,18735-46
2065-22-L121,1659.16,2021-09-29,18736-36
2065-22-L121,282.98,2021-11-14,18737-82
2065-29-LE21,2979.23,2021-10-27,18738--20
2065-29-LE21,646.47,2022-01-06,18739-51
2065-29-LE21,6571.01,2022-02-19,18740-95
2065-29-LE21,1326.4,2022-02-21,18741-97
2065-31-L121,1808.88,2022-01-15,18742-57
1057962-19-LP20,87833.25,2020-11-24,18743-30
1173263-3-LE21,2866.63,2021-05-30,18744-63
1173263-3-LE21,17231.91,2021-06-02,18745-66
1173263-3-LE21,5591.99,2021-05-04,18746-37
1057543-22-LQ21,192587.82,2021-07-24,18747-86
1057543-22-LQ21,5422.4,2021-05-25,18748-26
1057536-13-LQ20,222318.68,2020-05-07,18749-32
2188-31-L118,147.83,2018-07-26,18750-96
2188-31-L118,171.17,2018-07-03,18751-73
2188-31-L118,797.15,2018-05-25,18752-34
2188-31-L118,529.99,2018-06-02,18753-42
2188-31-L118,1668.42,2018-05-03,18754-12
4346-2-LE18,2767.16,2018-07-22,18755-86
4346-2-LE18,4999.11,2018-06-24,18756-58
4346-2-LE18,544.1,2018-05-28,18757-31
4346-2-LE18,902.8,2018-06-04,18758-38
4346-2-LE18,342.21,2018-06-30,18759-64
1978-49-L118,1274.14,2018-09-06,18760-93
1978-49-L118,1140.73,2018-06-07,18761-2
1978-49-L118,47.88,2018-08-09,18762-65
1978-49-L118,317.76,2018-09-02,18763-89
1978-49-L118,584.19,2018-07-04,18764-29
1465-18-L118,1595.96,2019-04-21,18765-86
1465-18-L118,841.88,2019-01-07,18766--18
1465-18-L118,605.01,2019-04-28,18767-93
1465-18-L118,843.82,2019-04-26,18768-91
1465-18-L118,2236.24,2019-01-28,18769-3
1464-84-LE20,2425.66,2021-02-02,18770-50
1464-84-LE20,1935.12,2021-03-08,18771-84
1464-84-LE20,1914.92,2021-01-11,18772-28
1464-84-LE20,3443.11,2020-12-29,18773-15
1978-12-LE21,6441.26,2021-07-14,18774-45
1462-12-L121,2884.78,2021-08-28,18775-63
1464-83-LE21,1685.68,2021-11-04,18776-23
1464-83-LE21,2345.28,2021-11-12,18777-31
2198-101-L118,3678.84,2019-02-28,18778-11
2198-101-L118,512.03,2019-06-02,18779-105
1947-11-LE20,8833.36,2020-08-12,18780-51
1947-11-LE20,340.92,2020-07-21,18781-29
1947-11-LE20,239.34,2020-07-09,18782-17
1979-56-LE18,271.18,2018-10-09,18783-72
1979-56-LE18,378.22,2018-09-14,18784-47
1979-56-LE18,747.09,2018-11-01,18785-95
1979-29-LE20,5625,2020-05-29,18786-81
1979-29-LE20,1531.13,2020-05-15,18787-67
1979-29-LE20,3367.99,2020-05-31,18788-83
1979-29-LE20,4890.11,2020-06-13,18789-96
1979-29-LE20,1270.27,2020-05-28,18790-80
1657-31-LE21,1392.64,2021-11-02,18791-20
1657-31-LE21,9642.43,2022-01-02,18792-81
1657-31-LE21,801.32,2021-10-10,18793--3
1657-31-LE21,848.63,2022-01-08,18794-87
1454-11-L118,2489.59,2018-07-08,18795-92
2084-6-L119,2598.74,2019-05-07,18796-49
2084-19-L119,1724.08,2019-04-25,18797-7
2084-19-L119,2887.33,2019-06-17,18798-60
1080087-1-L120,1675.56,2020-07-16,18799-6
1080087-1-L120,1184.74,2020-07-09,18800--1
1080087-1-L120,700.38,2020-09-03,18801-55
1080087-1-L120,1055.8,2020-10-01,18802-83
1080087-1-L120,363.2,2020-08-26,18803-47
507428-31-L119,1469.7,2019-07-11,18804-51
2171-14-L118,5422.24,2018-04-03,18805-4
2188-13-L118,1702.65,2018-05-04,18806-48
1380-122-L119,1420.99,2019-09-07,18807-58
1380-122-L119,1656.51,2019-08-31,18808-51
1057508-43-LE21,1670.79,2021-09-17,18809-64
1057508-43-LE21,2767.24,2021-09-21,18810-68
1057508-43-LE21,1791.06,2021-09-21,18811-68
1057508-43-LE21,1387.68,2021-08-06,18812-22
1057508-43-LE21,750.81,2021-06-30,18813--15
1057508-54-LE21,1222.45,2021-09-13,18814-22
1057508-54-LE21,574.89,2021-10-14,18815-53
1057508-54-LE21,1146.36,2021-09-20,18816-29
1057508-54-LE21,247.5,2021-10-16,18817-55
1057508-54-LE21,2051,2021-09-25,18818-34
937232-8-LE18,1816.14,2018-05-09,18819-64
937232-8-LE18,15058.4,2018-03-20,18820-14
937232-8-LE18,5639.03,2018-02-22,18821--12
937232-8-LE18,1665.7,2018-04-12,18822-37
937232-8-LE18,10875.45,2018-04-26,18823-51
4309-84-LQ18,65106.97,2018-07-20,18824-77
4309-84-LQ18,58437.55,2018-07-08,18825-65
4309-84-LQ18,79851.88,2018-05-28,18826-24
4309-84-LQ18,5013.76,2018-06-14,18827-41
1559-37-LQ18,246137.39,2018-10-20,18828-119
1559-38-LQ18,269519.52,2018-09-04,18829-80
1559-53-LE18,2670.63,2018-08-28,18830-42
1559-53-LE18,3407.21,2018-09-03,18831-48
1559-53-LE18,3317.03,2018-09-07,18832-52
1559-53-LE18,1865.71,2018-08-14,18833-28
1380-147-LQ18,251155.96,2018-09-04,18834-6
1380-147-LQ18,34774.37,2018-09-21,18835-23
831756-183-LE18,15503.64,2018-10-13,18836-38
831756-183-LE18,26950.97,2018-10-05,18837-30
831756-183-LE18,2282.65,2018-12-06,18838-92
831756-276-LE18,15975.33,2018-12-07,18839--14
831756-276-LE18,10725.99,2019-02-17,18840-58
1057055-38-LQ19,47638.1,2019-06-09,18841-47
1057055-38-LQ19,223152.76,2019-06-20,18842-58
1553-369-L119,2163.69,2019-07-25,18843-88
1553-369-L119,733.87,2019-07-06,18844-69
1553-369-L119,378.18,2019-06-26,18845-59
1553-369-L119,123.19,2019-06-29,18846-62
1553-369-L119,47.67,2019-07-24,18847-87
1058085-16-LQ19,293951.81,2019-07-22,18848-0
4309-198-LE19,181.78,2019-09-21,18849-40
4309-198-LE19,220,2019-09-29,18850-48
4309-198-LE19,39.77,2019-09-18,18851-37
4309-198-LE19,45.77,2019-09-17,18852-36
4309-198-LE19,730.17,2019-10-11,18853-60
1380-202-LQ19,253073.11,2019-08-20,18854--26
1559-51-LQ19,92625.27,2019-11-08,18855-64
1559-51-LQ19,59898.07,2019-11-26,18856-82
4309-270-LQ19,1123.8,2019-11-29,18857-60
4309-270-LQ19,81.09,2020-01-10,18858-102
1058085-79-LE19,18602.54,2019-11-06,18859-24
1058085-79-LE19,38440.49,2019-11-13,18860-31
1641-256-LQ19,50789.58,2020-03-30,18861-98
1641-256-LQ19,31023.5,2020-03-02,18862-70
1641-256-LQ19,101168.51,2020-03-07,18863-75
1641-256-LQ19,46233.1,2020-02-25,18864-64
1058012-80-LQ19,49349.5,2020-02-27,18865-7
1058012-80-LQ19,3089.69,2020-06-15,18866-116
1058012-80-LQ19,140199.78,2020-04-17,18867-57
1058012-80-LQ19,14897.75,2020-04-24,18868-64
1058012-80-LQ19,9553.78,2020-03-07,18869-16
1057055-193-LP19,20491.96,2020-04-10,18870-63
1057055-193-LP19,6411.35,2020-03-08,18871-30
1057055-193-LP19,13370.1,2020-03-21,18872-43
1057055-193-LP19,31846.12,2020-04-29,18873-82
1057055-193-LP19,14361.9,2020-02-17,18874-10
4309-62-LE20,2684.54,2020-06-22,18875-60
4309-62-LE20,6382.58,2020-05-27,18876-34
4309-62-LE20,7870.61,2020-05-27,18877-34
4309-62-LE20,4280.97,2020-05-21,18878-28
4309-62-LE20,4311.62,2020-05-10,18879-17
2258-77-LQ20,10857.73,2020-08-12,18880-59
1057055-158-LE20,14345.86,2021-01-17,18881-81
1057055-158-LE20,32324.02,2020-11-15,18882-18
1057055-158-LE20,1360.18,2021-02-05,18883-100
1057055-158-LE20,5013.59,2020-12-26,18884-59
1641-170-LR20,633651.11,2021-02-07,18885-60
4309-315-LQ20,179.02,2021-03-14,18886-84
4309-315-LQ20,735.38,2021-01-16,18887-27
4309-315-LQ20,179.57,2021-02-18,18888-60
4309-315-LQ20,107.23,2021-02-15,18889-57
4309-315-LQ20,14.01,2021-01-30,18890-41
4309-317-LQ20,680.76,2021-02-14,18891-57
4309-317-LQ20,361.31,2021-02-05,18892-48
4309-317-LQ20,173.13,2021-03-01,18893-72
1057055-196-LQ20,132785.95,2021-03-08,18894-78
1057055-196-LQ20,133749.02,2021-01-01,18895-12
1058012-1-LQ21,37191.3,2021-05-01,18896-56
1058012-1-LQ21,17036.87,2021-03-21,18897-15
1058012-1-LQ21,65761.97,2021-04-24,18898-49
1058012-1-LQ21,5514.58,2021-03-20,18899-14
1058012-1-LQ21,17384.39,2021-06-19,18900-105
4309-47-LQ21,1100.68,2021-06-14,18901-67
4309-47-LQ21,104.15,2021-05-24,18902-46
1003430-7-L119,529.96,2019-06-01,18903-46
1003430-7-L119,1466.8,2019-06-29,18904-74
1003430-7-L119,460.4,2019-06-23,18905-68
1540-41-LE20,1646.65,2020-04-25,18906-9
1540-41-LE20,3131.34,2020-06-11,18907-56
775-48-LE18,3518.4,2019-01-27,18908-28
775-48-LE18,2459.51,2019-02-09,18909-41
775-48-LE18,11348.98,2019-02-05,18910-37
1641-30-LQ20,26929.17,2020-06-17,18911-79
1641-30-LQ20,1127.23,2020-06-20,18912-82
1641-30-LQ20,17050.72,2020-06-23,18913-85
1641-159-LQ20,16787.77,2020-11-18,18914-38
1641-159-LQ20,493.62,2020-11-15,18915-35
1641-159-LQ20,2894.7,2021-01-09,18916-90
1641-159-LQ20,12706.88,2020-12-07,18917-57
1641-44-LR21,9878.89,2021-06-12,18918--8
1641-44-LR21,1638.21,2021-08-07,18919-48
1641-44-LR21,12115.61,2021-08-09,18920-50
1641-44-LR21,23018.82,2021-07-28,18921-38
1641-44-LR21,2194.21,2021-07-29,18922-39
608-316-LQ18,856.01,2019-04-03,18923-25
608-316-LQ18,2235.91,2019-02-13,18924--24
608-316-LQ18,582.46,2019-05-10,18925-62
1642-19-LE19,5145.58,2020-03-15,18926-150
1642-19-LE19,2019.11,2019-11-23,18927-37
1642-19-LE19,3594.07,2019-10-28,18928-11
874750-11-LE21,1385.18,2021-05-12,18929-43
874750-11-LE21,1143.14,2021-04-09,18930-10
874750-11-LE21,1859.15,2021-05-10,18931-41
874750-11-LE21,3399.61,2021-06-05,18932-67
1548-4-LE18,2752.07,2018-06-19,18933-65
1548-4-LE18,4557.09,2018-07-26,18934-102
1548-4-LE18,734.86,2018-06-06,18935-52
1381-55-L118,92.44,2019-01-14,18936-20
1381-55-L118,33.34,2019-02-07,18937-44
1381-55-L118,1241.04,2019-01-20,18938-26
1381-55-L118,232.67,2019-02-20,18939-57
1381-55-L118,321.44,2019-01-17,18940-23
1673-75-L118,514.61,2019-03-23,18941-72
1673-75-L118,1397.5,2019-02-26,18942-47
608-64-LE19,2004.83,2019-06-23,18943-55
608-64-LE19,8293.35,2019-07-25,18944-87
608-64-LE19,6084.47,2019-05-24,18945-25
1656-38-L119,194.65,2019-12-23,18946-53
1656-38-L119,891.37,2019-12-20,18947-50
1656-38-L119,2869.11,2020-02-13,18948-105
1657-43-LE18,134.74,2018-11-15,18949--36
1657-43-LE18,7783.77,2019-02-04,18950-45
1657-39-LE20,1196.42,2021-02-13,18951-35
1657-39-LE20,3205.2,2021-02-05,18952-27
1657-39-LE20,1834.06,2021-03-29,18953-79
1656-20-LE18,6539.65,2018-08-02,18954-78
1656-20-LE18,5456.02,2018-06-21,18955-36
1656-20-LE18,16809.13,2018-08-10,18956-86
2207-70-L119,1189.72,2019-03-07,18957--12
2207-70-L119,1698.01,2019-04-24,18958-36
2207-70-L119,597.8,2019-05-24,18959-66
635-220-L119,470.18,2020-03-07,18960-39
635-220-L119,856.74,2020-04-03,18961-66
635-220-L119,1780.83,2020-03-24,18962-56
635-220-L119,428.73,2020-03-17,18963-49
1620-31-L119,868.1,2019-08-22,18964-71
1620-31-L119,174.51,2019-08-09,18965-58
1620-31-L119,388.6,2019-07-31,18966-49
1620-38-L119,831.88,2019-10-04,18967-99
1620-38-L119,348.28,2019-07-17,18968-20
1620-38-L119,32.42,2019-08-07,18969-41
1620-38-L119,124.7,2019-09-18,18970-83
1620-38-L119,151.74,2019-08-04,18971-38
1620-48-L119,608,2019-08-05,18972-16
1620-48-L119,122.85,2019-09-29,18973-71
1620-48-L119,144.73,2019-07-09,18974--11
1620-48-L119,628.06,2019-09-11,18975-53
1620-48-L119,288.01,2019-09-17,18976-59
1620-58-L119,1451.09,2019-12-11,18977-94
1620-58-L119,43.27,2019-11-20,18978-73
1620-59-L119,496.48,2019-10-12,18979-32
1620-59-L119,156.87,2019-09-17,18980-7
1620-59-L119,1253.11,2019-09-21,18981-11
1620-60-L119,1294.19,2019-10-15,18982-38
4464-24-L118,1965.97,2018-07-03,18983-41
757-68-L119,7759.2,2019-09-11,18984-27
2126-65-LQ18,375858.08,2018-07-03,18985-24
2126-66-LQ18,13666.72,2018-07-15,18986-32
2126-66-LQ18,310867.78,2018-08-22,18987-70
2126-66-LQ18,51323.57,2018-08-02,18988-50
2126-6-LQ19,73093.22,2019-02-28,18989--1
2126-6-LQ19,15154.32,2019-04-16,18990-46
2126-6-LQ19,30158.76,2019-04-12,18991-42
2126-6-LQ19,50114.32,2019-04-17,18992-47
2126-6-LQ19,63086.7,2019-02-06,18993--23
2126-9-LQ19,54175.63,2019-03-29,18994-35
2126-9-LQ19,39805.52,2019-03-10,18995-16
2126-9-LQ19,20745.3,2019-03-28,18996-34
2126-9-LQ19,108433.45,2019-05-07,18997-74
2126-9-LQ19,134432.96,2019-03-30,18998-36
2126-43-LQ20,21734.23,2021-02-09,18999-38
2126-43-LQ20,12600.28,2021-02-26,19000-55
2126-43-LQ20,42822.3,2021-02-20,19001-49
2126-43-LQ20,37862.47,2021-03-18,19002-75
2126-43-LQ20,40856.77,2021-01-18,19003-16
635-177-L119,597.71,2019-10-31,19004-19
635-177-L119,81.93,2019-12-29,19005-78
635-177-L119,889.07,2019-10-22,19006-10
635-177-L119,355.89,2020-01-10,19007-90
635-177-L119,4501.67,2020-01-21,19008-101
4465-132-LQ18,17943.25,2019-02-26,19009-42
4465-132-LQ18,26161.23,2019-02-25,19010-41
4465-132-LQ18,45382.45,2019-03-23,19011-67
4465-132-LQ18,37114.32,2019-01-20,19012-5
4465-132-LQ18,48795.66,2019-03-06,19013-50
635-123-L121,3288.06,2021-11-07,19014-42
635-123-L121,682.61,2021-11-24,19015-59
956-96-L121,3956.42,2021-12-03,19016-34
956-98-L121,65.42,2022-01-16,19017-81
956-98-L121,840.81,2021-12-29,19018-63
956-98-L121,1133.18,2021-12-08,19019-42
956-98-L121,2478.5,2021-11-17,19020-21
1395-113-LE21,2758.88,2022-01-13,19021-14
1395-113-LE21,9222.42,2022-01-18,19022-19
1395-113-LE21,293.92,2022-03-22,19023-82
1057506-14-LE20,6290.29,2021-02-18,19024-13
1057506-16-LE20,345.45,2021-05-21,19025-101
1057506-16-LE20,422.53,2021-04-04,19026-54
1057506-16-LE20,6080.34,2021-04-23,19027-73
899-5-LE20,2023.59,2020-11-26,19028-52
757-8-L118,350.61,2018-04-02,19029-21
757-8-L118,1744.83,2018-03-31,19030-19
757-8-L118,1952.9,2018-03-26,19031-14
2101-19-LE18,1859.55,2018-06-17,19032-59
2101-69-LE18,151.3,2018-12-21,19033-108
2101-69-LE18,1379.01,2018-10-23,19034-49
2101-26-LE19,169.23,2019-09-28,19035-114
2101-26-LE19,1608.8,2019-07-31,19036-55
2098-79-LE19,30060.46,2019-12-28,19037-110
2098-22-LE21,42398.23,2021-04-12,19038--3
2098-80-L118,6272.51,2018-09-26,19039-73
5053-34-LE18,7983.44,2018-06-14,19040-36
5053-34-LE18,9277.8,2018-07-07,19041-59
5053-34-LE18,4159.88,2018-06-04,19042-26
5053-34-LE18,1729.66,2018-07-03,19043-55
1554-12-LQ21,449.04,2021-05-22,19044-34
1554-12-LQ21,624.3,2021-06-23,19045-66
1554-12-LQ21,194.47,2021-07-23,19046-96
1554-13-LQ21,258.39,2021-08-02,19047-102
1554-13-LQ21,75.34,2021-05-01,19048-9
1554-13-LQ21,126.16,2021-05-05,19049-13
1554-13-LQ21,411.03,2021-06-19,19050-58
1554-13-LQ21,396.54,2021-05-13,19051-21
2113-2-LQ18,10253.94,2018-04-26,19052-48
2113-2-LQ18,1111.65,2018-04-29,19053-51
2113-2-LQ18,548.33,2018-04-17,19054-39
2113-2-LQ18,803.24,2018-04-29,19055-51
2113-2-LQ18,4435.85,2018-04-17,19056-39
1057049-288-LE21,7855.43,2021-11-18,19057-20
1057049-288-LE21,6103.82,2021-11-29,19058-31
1057049-288-LE21,1.94,2021-12-26,19059-58
1398-51-L119,377.94,2019-08-09,19060-32
1398-51-L119,1089.31,2019-10-05,19061-89
1398-51-L119,2911.93,2019-08-06,19062-29
2207-219-L119,94.94,2019-10-07,19063-85
2207-219-L119,1621.06,2019-10-01,19064-79
2207-219-L119,516.84,2019-09-05,19065-53
2207-219-L119,543.73,2019-10-12,19066-90
2207-219-L119,734.2,2019-09-24,19067-72
2085-17-L119,2657.21,2019-08-03,19068-26
1057512-19-LE19,3451.4,2019-10-10,19069-83
1057512-19-LE19,4305.42,2019-10-16,19070-89
1057494-26-LE21,17018.47,2021-05-25,19071-24
1057468-2-LE20,35395.77,2020-07-07,19072-60
2026-69-LP20,8153.81,2020-09-08,19073-49
2026-69-LP20,11265.95,2020-09-21,19074-62
838-2-LE20,992.15,2021-01-04,19075-15
838-2-LE20,452.82,2020-12-25,19076-5
838-2-LE20,1866.41,2021-03-01,19077-71
838-2-LE20,2176.88,2021-02-05,19078-47
838-2-LE20,5095.44,2021-02-03,19079-45
2096-14-LP18,432.49,2018-09-24,19080-26
2096-14-LP18,10.79,2018-11-06,19081-69
2096-14-LP18,864.02,2018-10-08,19082-40
2085-20-L118,3279.48,2018-08-16,19083-49
1057492-41-LE19,2147.59,2019-07-18,19084-29
1057492-41-LE19,8868.55,2019-08-09,19085-51
1057492-41-LE19,14258.87,2019-07-07,19086-18
1676-57-LE19,4384,2020-02-15,19087-71
1676-57-LE19,9870.58,2020-01-28,19088-53
1676-57-LE19,2205.51,2020-01-26,19089-51
1676-57-LE19,2564.36,2020-01-08,19090-33
1057492-86-LE21,30640.51,2021-12-17,19091-85
1057492-86-LE21,5241.74,2021-12-07,19092-75
1057492-86-LE21,2014.06,2021-11-07,19093-45
1057492-86-LE21,5836.28,2021-11-08,19094-46
1057492-86-LE21,389.97,2021-10-05,19095-12
2133-58-LE18,12427.05,2018-07-15,19096-30
2133-58-LE18,13355.88,2018-07-31,19097-46
2133-58-LE18,29904.95,2018-07-31,19098-46
2133-58-LE18,5907.11,2018-09-10,19099-87
2133-58-LE18,11310.59,2018-06-29,19100-14
1075963-128-LE20,6194.69,2020-07-27,19101-66
1075963-128-LE20,6889.39,2020-07-22,19102-61
1075963-128-LE20,1834.28,2020-06-15,19103-24
2080-299-LE20,4.9,2020-07-20,19104--10
2080-299-LE20,11017.9,2020-08-05,19105-6
2080-299-LE20,2891.75,2020-10-18,19106-80
2080-299-LE20,1428.34,2020-07-29,19107--1
2080-299-LE20,4483.36,2020-10-19,19108-81
2101-80-L121,4971.2,2021-11-02,19109-49
362-8-LE21,24942.47,2021-07-03,19110-22
363-6-L118,720.96,2018-12-11,19111-28
363-6-L118,2755.1,2018-12-19,19112-36
1532-9-R118,49.31,2018-05-29,19113-36
1532-9-R118,1946.12,2018-09-15,19114-145
1532-9-R118,3095.91,2018-06-30,19115-68
1532-9-R118,1784.2,2018-05-10,19116-17
1532-16-L119,441.42,2019-07-14,19117-25
1532-16-L119,2471.93,2019-07-25,19118-36
1532-16-L119,2046.96,2019-08-18,19119-60
1532-16-L119,550.73,2019-08-10,19120-52
1057501-29-LE21,9337.54,2021-07-11,19121-78
1057501-29-LE21,36668.79,2021-07-13,19122-80
635-13-LE18,1244.59,2018-05-26,19123-76
635-24-LE20,673.38,2020-05-05,19124-21
635-24-LE20,558.82,2020-06-04,19125-51
956-70-LE18,6718.03,2018-10-27,19126-37
1057536-3-LR19,73225.31,2019-05-26,19127--42
1057536-3-LR19,376476.63,2019-08-08,19128-32
956-34-LE19,108.67,2019-08-31,19129-60
956-34-LE19,3111.84,2019-09-22,19130-82
956-34-LE19,955.1,2019-07-09,19131-7
956-34-LE19,986.67,2019-08-03,19132-32
956-34-LE19,1890.29,2019-07-09,19133-7
1979-79-LE18,625.4,2018-10-13,19134-13
1979-79-LE18,1508.15,2018-09-24,19135--6
1979-79-LE18,1353.69,2018-11-27,19136-58
1979-79-LE18,83.48,2018-11-02,19137-33
1979-79-LE18,356.89,2018-12-24,19138-85
1075963-84-R120,8355.98,2020-07-16,19139-87
1947-58-LE20,624.52,2020-09-15,19140-95
1947-58-LE20,211.35,2020-07-29,19141-47
1947-58-LE20,365.28,2020-07-20,19142-38
362-18-LE20,885.7,2020-11-03,19143-47
362-18-LE20,1122.29,2020-09-27,19144-10
2060-22-LP18,6872.29,2018-03-23,19145-15
2060-22-LP18,2624.01,2018-04-07,19146-30
2060-22-LP18,37809.55,2018-05-23,19147-76
2060-22-LP18,50845.74,2018-05-14,19148-67
2060-22-LP18,7915.48,2018-06-15,19149-99
2060-180-LE18,0,2019-01-30,19150-48
2060-180-LE18,0,2019-01-12,19151-30
956-120-L118,295.46,2019-01-15,19152-52
956-120-L118,644.43,2019-01-23,19153-60
956-120-L118,145.75,2019-01-26,19154-63
956-120-L118,638.34,2018-12-31,19155-37
956-120-L118,109.55,2018-12-30,19156-36
4464-42-LE18,5916.84,2018-08-27,19157-45
4464-42-LE18,1070.25,2018-08-11,19158-29
4464-42-LE18,93.62,2018-10-06,19159-85
4464-42-LE18,70.44,2018-08-02,19160-20
4464-42-LE18,1856.42,2018-09-07,19161-56
5089-24-LP18,4313.34,2018-09-16,19162-25
5089-24-LP18,14457.27,2018-10-28,19163-67
5089-24-LP18,11719.48,2018-10-01,19164-40
1660-48-L118,3233.17,2018-07-14,19165-96
1557-41-L119,2282.17,2020-03-19,19166-90
1509-42-L121,269.03,2021-10-09,19167-58
1509-42-L121,1315.43,2021-07-31,19168--12
1509-42-L121,288.53,2021-11-19,19169-99
1509-42-L121,1459.09,2021-08-21,19170-9
1509-75-E218,467.37,2018-11-11,19171-56
1509-75-E218,1415.3,2018-11-08,19172-53
1057511-11-LE19,4957.89,2019-12-11,19173-52
900-28-L118,3021.67,2018-11-23,19174-32
900-28-L118,4933.95,2018-12-23,19175-62
1624-8-L119,62.41,2019-04-15,19176-32
1624-8-L119,1162.57,2019-06-16,19177-94
1624-8-L119,1038.44,2019-04-29,19178-46
5276-3-LE20,3826.24,2020-05-17,19179-51
5276-3-LE20,3537.13,2020-05-01,19180-35
1057490-9-R120,4128.65,2020-12-14,19181-87
2123-14-L121,3598.69,2021-11-05,19182-51
884-5-LQ18,5401.8,2018-04-21,19183-43
884-5-LQ18,7256.3,2018-06-18,19184-101
1380-284-LQ19,35614.17,2020-02-09,19185-50
1380-284-LQ19,53578.6,2020-01-26,19186-36
1380-284-LQ19,35400.76,2020-03-28,19187-98
1057498-3-LE20,7604.23,2020-05-04,19188-56
2112-9-LE18,98.18,2018-06-01,19189-3
2112-9-LE18,312.6,2018-06-17,19190-19
2112-9-LE18,637.31,2018-07-17,19191-49
2112-9-LE18,3390.3,2018-08-31,19192-94
2112-9-LE18,787.95,2018-07-03,19193-35
1057430-12-R120,9005.98,2020-07-15,19194-75
769-90-LE19,1047.69,2020-03-19,19195-79
769-90-LE19,4206.99,2020-04-14,19196-105
769-90-LE19,1032.05,2020-01-28,19197-28
4346-10-LE19,8347.05,2019-11-11,19198-72
5139-7-L119,73.22,2019-09-06,19199-0
5139-7-L119,91.03,2019-11-21,19200-76
5139-7-L119,4315.35,2019-11-17,19201-72
4346-18-LE19,1606.52,2020-01-30,19202-34
4346-18-LE19,2960.28,2020-02-29,19203-64
4346-18-LE19,882.88,2020-02-13,19204-48
1057402-164-LE20,4045.3,2020-11-12,19205-55
1951-9-L121,1551,2021-08-22,19206-51
1057414-18-LE19,1524.56,2019-11-30,19207-105
1057414-18-LE19,1334.92,2019-12-07,19208-112
1057414-18-LE19,4170.92,2019-10-29,19209-73
2085-12-L118,65.96,2018-05-13,19210-22
2085-12-L118,1405.59,2018-06-15,19211-55
1553-148-L119,6232.33,2019-04-24,19212-42
1553-148-L119,181.91,2019-06-01,19213-80
1657-34-LE21,12685.07,2021-12-10,19214-41
2105-153-LE18,211.65,2019-02-11,19215-75
2105-153-LE18,1301.1,2019-01-07,19216-40
2105-153-LE18,1279.61,2019-02-14,19217-78
2105-153-LE18,1669.86,2019-01-12,19218-45
2105-153-LE18,963.34,2019-02-14,19219-78
608-195-LE19,4575.62,2019-11-22,19220-58
608-195-LE19,1849.22,2020-02-05,19221-133
608-195-LE19,11812.82,2019-11-08,19222-44
608-195-LE19,197.19,2019-08-26,19223--30
608-195-LE19,4737.86,2019-11-25,19224-61
5483-47-L118,2443.91,2019-01-22,19225-87
5483-47-L118,384.62,2018-11-20,19226-24
1557-46-L118,2259.89,2019-02-23,19227-72
1557-46-L118,3667.96,2019-01-02,19228-20
1057492-75-LQ19,152936.98,2019-11-23,19229-50
1057492-75-LQ19,63876.2,2019-10-14,19230-10
1057492-75-LQ19,25116.12,2019-12-14,19231-71
1057492-75-LQ19,12378.93,2019-10-28,19232-24
1057492-75-LQ19,69154.43,2019-11-24,19233-51
1667-18-LR20,4485.45,2020-10-03,19234-72
1667-11-LR21,146144.35,2021-06-29,19235-35
1667-11-LR21,111813.47,2021-07-31,19236-67
1667-11-LR21,280161.41,2021-06-06,19237-12
2036-30-L118,2434.35,2018-11-01,19238-81
2036-30-L118,343.26,2018-09-13,19239-32
2036-30-L118,445.67,2018-08-25,19240-13
2065-21-LE18,2677.45,2019-02-14,19241-90
2036-4-L119,324.05,2019-05-01,19242-49
2036-4-L119,651.31,2019-05-13,19243-61
2036-4-L119,1246.49,2019-05-28,19244-76
2036-4-L119,730.38,2019-04-07,19245-25
2036-5-L119,2260.57,2019-05-03,19246-46
2036-5-L119,615.49,2019-04-19,19247-32
1650-11-LE19,1546.07,2019-05-25,19248-31
1650-11-LE19,4182.42,2019-05-27,19249-33
